nip;regon;nazwa_firmy;adres_biura;id_oferty;numer_lokalu;numer_oferty;rodzaj_lokalu;metraz;pokoje;status;cena_pln;cena_za_m2_pln;data_ceny;inwestycja_nazwa;inwestycja_adres;inwestycja_id;pomieszczenie_1
8261116680;540649478;B.Z-BUD Beata Żochowska;woj. MAZOWIECKIE, pow. wołomiński, gm. Zielonka, miejsc. Zielonka, ul. Ignacego Paderewskiego, nr 61, 05-220;4;3/2;10000003;Dom jednorodzinny;89.28;4;dostępne;899999.0;10080.63;2025-09-03;Osiedle Chopina;ul. Chopina 1 i 3A, Kobyłka;2;poddasze  nieużytkowe
8261116680;540649478;B.Z-BUD Beata Żochowska;woj. MAZOWIECKIE, pow. wołomiński, gm. Zielonka, miejsc. Zielonka, ul. Ignacego Paderewskiego, nr 61, 05-220;3;3/1;10000002;Dom jednorodzinny;89.28;4;dostępne;899999.0;10080.63;2025-09-03;Osiedle Chopina;ul. Chopina 1 i 3A, Kobyłka;2;poddasze  nieużytkowe
8261116680;540649478;B.Z-BUD Beata Żochowska;woj. MAZOWIECKIE, pow. wołomiński, gm. Zielonka, miejsc. Zielonka, ul. Ignacego Paderewskiego, nr 61, 05-220;2;1A/2;10000001;Dom jednorodzinny;89.28;4;dostępne;899999.0;10080.63;2025-09-03;Osiedle Chopina;ul. Chopina 1 i 3A, Kobyłka;2;poddasze  nieużytkowe
8261116680;540649478;B.Z-BUD Beata Żochowska;woj. MAZOWIECKIE, pow. wołomiński, gm. Zielonka, miejsc. Zielonka, ul. Ignacego Paderewskiego, nr 61, 05-220;1;1A/1;10000000;Dom jednorodzinny;89.28;4;dostępne;899999.0;10080.63;2025-09-03;Osiedle Chopina;ul. Chopina 1 i 3A, Kobyłka;2;Poddasze nieużytkowe
